HourlyWindDirection,HourlyWindSpeed,PrevHourlyWindDirection,PrevHourlyWindSpeed
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,170,5
170,5,0,0
0,0,0,0
0,0,0,0
0,0,200,6
200,6,190,3
190,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,160,3
160,3,0,0
0,0,90,3
90,3,90,5
90,5,0,0
0,0,140,3
140,3,200,6
200,6,170,7
170,7,200,6
200,6,130,6
130,6,160,5
160,5,130,9
130,9,200,6
200,6,190,11
190,11,180,9
180,9,160,7
160,7,160,9
160,9,200,7
200,7,190,10
190,10,190,13
190,13,190,6
190,6,190,7
190,7,180,7
180,7,180,7
180,7,170,9
170,9,170,7
170,7,170,7
170,7,170,6
170,6,180,7
180,7,170,6
170,6,160,6
160,6,160,5
160,5,160,6
160,6,160,7
160,7,160,8
160,8,160,6
160,6,160,10
160,10,160,8
160,8,160,5
160,5,240,7
240,7,190,6
190,6,160,24
160,24,130,22
130,22,140,13
140,13,160,10
160,10,#N/A,#N/A
#N/A,#N/A,140,13
140,13,170,8
170,8,210,15
210,15,240,7
240,7,230,6
230,6,260,8
260,8,310,8
310,8,260,14
260,14,290,10
290,10,30,3
30,3,120,7
120,7,130,5
130,5,150,6
150,6,0,0
0,0,250,5
250,5,0,0
0,0,220,5
220,5,190,6
190,6,160,9
160,9,190,11
190,11,200,13
200,13,200,10
200,10,200,9
200,9,190,10
190,10,190,15
190,15,190,9
190,9,240,3
240,3,210,9
210,9,220,8
220,8,230,8
230,8,230,6
230,6,280,9
280,9,300,8
300,8,290,8
290,8,280,8
280,8,300,16
300,16,300,20
300,20,280,14
280,14,270,15
270,15,290,15
290,15,300,16
300,16,300,22
300,22,290,25
290,25,310,22
310,22,310,25
310,25,310,16
310,16,330,18
330,18,350,13
350,13,350,14
350,14,320,15
320,15,310,20
310,20,310,23
310,23,330,16
330,16,330,13
330,13,320,10
320,10,330,9
330,9,310,9
310,9,300,5
300,5,300,6
300,6,290,6
290,6,300,5
300,5,300,5
300,5,310,5
310,5,310,3
310,3,280,3
280,3,290,5
290,5,290,5
290,5,300,6
300,6,290,3
290,3,300,3
300,3,0,0
0,0,#N/A,#N/A
#N/A,#N/A,290,5
290,5,290,6
290,6,280,5
280,5,280,6
280,6,280,6
280,6,290,6
290,6,290,9
290,9,300,6
300,6,310,5
310,5,300,7
300,7,300,6
300,6,290,6
290,6,290,6
290,6,300,7
300,7,300,6
300,6,320,6
320,6,310,7
310,7,320,7
320,7,320,6
320,6,340,7
340,7,340,8
340,8,340,6
340,6,340,6
340,6,340,7
340,7,340,5
340,5,360,3
360,3,360,3
360,3,0,0
0,0,340,7
340,7,0,0
0,0,340,6
340,6,340,6
340,6,330,6
330,6,300,7
300,7,0,0
0,0,360,3
360,3,10,5
10,5,350,6
350,6,30,3
30,3,280,3
280,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,230,3
230,3,130,3
130,3,0,0
0,0,220,3
220,3,210,5
210,5,180,5
180,5,190,5
190,5,180,5
180,5,180,3
180,3,190,3
190,3,0,0
0,0,0,0
0,0,200,3
200,3,190,3
190,3,200,3
200,3,180,5
180,5,190,5
190,5,190,3
190,3,190,3
190,3,210,3
210,3,200,3
200,3,190,3
190,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,180,3
180,3,180,3
180,3,180,3
180,3,180,3
180,3,170,3
170,3,180,3
180,3,170,5
170,5,180,5
180,5,190,6
190,6,190,5
190,5,170,5
170,5,190,5
190,5,180,5
180,5,180,5
180,5,190,8
190,8,190,7
190,7,190,9
190,9,200,10
200,10,200,11
200,11,200,11
200,11,200,11
200,11,200,11
200,11,200,11
200,11,210,15
210,15,200,10
200,10,190,14
190,14,200,14
200,14,180,14
180,14,190,11
190,11,200,14
200,14,210,11
210,11,220,14
220,14,210,11
210,11,200,13
200,13,200,13
200,13,200,13
200,13,180,14
180,14,170,14
170,14,180,13
180,13,190,14
190,14,190,15
190,15,170,11
170,11,190,13
190,13,180,14
180,14,180,14
180,14,170,13
170,13,170,9
170,9,160,10
160,10,160,11
160,11,170,10
170,10,180,11
180,11,170,9
170,9,160,7
160,7,110,5
110,5,10,8
10,8,30,16
30,16,140,21
140,21,200,18
200,18,260,20
260,20,240,6
240,6,240,7
240,7,250,5
250,5,220,5
220,5,0,0
0,0,0,0
0,0,170,5
170,5,210,6
210,6,#N/A,#N/A
#N/A,#N/A,200,5
200,5,170,5
170,5,180,6
180,6,170,5
170,5,200,5
200,5,200,6
200,6,210,7
210,7,210,6
210,6,210,7
210,7,250,3
250,3,220,6
220,6,240,5
240,5,230,7
230,7,250,5
250,5,260,3
260,3,310,5
310,5,350,5
350,5,360,3
360,3,330,7
330,7,340,5
340,5,0,0
0,0,10,3
10,3,30,3
30,3,30,8
30,8,60,3
60,3,60,5
60,5,0,0
0,0,90,5
90,5,170,3
170,3,140,3
140,3,170,3
170,3,130,3
130,3,0,0
0,0,0,0
0,0,120,5
120,5,0,0
0,0,0,0
0,0,100,3
100,3,180,3
180,3,100,3
100,3,140,5
140,5,0,0
0,0,100,3
100,3,0,0
0,0,100,3
100,3,100,3
100,3,90,3
90,3,90,5
90,5,100,7
100,7,100,11
100,11,100,9
100,9,120,13
120,13,110,10
110,10,120,10
120,10,120,9
120,9,120,8
120,8,120,10
120,10,110,9
110,9,110,9
110,9,130,7
130,7,130,9
130,9,130,9
130,9,140,3
140,3,140,8
140,8,140,8
140,8,#N/A,#N/A
#N/A,#N/A,330,13
330,13,350,8
350,8,340,13
340,13,340,10
340,10,340,10
340,10,330,9
330,9,320,13
320,13,330,11
330,11,340,11
340,11,330,9
330,9,330,8
330,8,340,6
340,6,330,5
330,5,330,5
330,5,310,3
310,3,310,3
310,3,310,3
310,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,330,5
330,5,330,3
330,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,350,3
350,3,0,0
0,0,0,0
0,0,0,0
0,0,10,3
10,3,10,6
10,6,30,6
30,6,20,6
20,6,10,7
10,7,50,6
50,6,60,8
60,8,10,6
10,6,50,7
50,7,40,6
40,6,50,7
50,7,30,6
30,6,30,9
30,9,50,8
50,8,30,7
30,7,350,7
350,7,360,7
360,7,360,8
360,8,350,10
350,10,20,7
20,7,20,7
20,7,340,7
340,7,20,9
20,9,340,6
340,6,10,6
10,6,10,7
10,7,320,7
320,7,10,5
10,5,350,7
350,7,360,5
360,5,350,7
350,7,10,5
10,5,330,5
330,5,340,6
340,6,30,6
30,6,360,3
360,3,360,3
360,3,0,0
0,0,30,5
30,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,30,3
30,3,50,3
50,3,50,3
50,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,130,3
130,3,130,3
130,3,120,3
120,3,110,6
110,6,120,8
120,8,130,6
130,6,150,6
150,6,130,7
130,7,140,7
140,7,170,6
170,6,140,8
140,8,170,8
170,8,130,7
130,7,140,7
140,7,170,7
170,7,150,5
150,5,180,10
180,10,160,7
160,7,160,3
160,3,150,7
150,7,140,8
140,8,210,7
210,7,180,8
180,8,180,8
180,8,160,7
160,7,190,9
190,9,170,8
170,8,140,7
140,7,160,8
160,8,160,6
160,6,180,7
180,7,170,5
170,5,170,5
170,5,160,7
160,7,160,6
160,6,160,5
160,5,150,5
150,5,140,5
140,5,140,3
140,3,130,3
130,3,140,3
140,3,140,3
140,3,140,3
140,3,120,3
120,3,140,5
140,5,140,5
140,5,140,3
140,3,140,5
140,5,140,5
140,5,150,3
150,3,140,3
140,3,140,5
140,5,140,5
140,5,140,5
140,5,160,3
160,3,160,3
160,3,170,5
170,5,130,5
130,5,160,6
160,6,160,6
160,6,160,5
160,5,150,5
150,5,150,5
150,5,160,5
160,5,160,5
160,5,160,3
160,3,170,5
170,5,160,7
160,7,160,6
160,6,170,6
170,6,170,6
170,6,170,6
170,6,180,8
180,8,180,10
180,10,180,10
180,10,180,8
180,8,190,10
190,10,180,11
180,11,180,10
180,10,190,13
190,13,180,14
180,14,200,11
200,11,190,15
190,15,190,16
190,16,190,15
190,15,190,14
190,14,170,13
170,13,180,13
180,13,180,9
180,9,190,16
190,16,170,13
170,13,170,13
170,13,190,13
190,13,190,15
190,15,180,15
180,15,170,13
170,13,170,14
170,14,190,14
190,14,180,11
180,11,170,10
170,10,170,11
170,11,170,15
170,15,170,8
170,8,170,11
170,11,170,15
170,15,170,13
170,13,180,13
180,13,170,10
170,10,170,11
170,11,170,8
170,8,170,7
170,7,170,7
170,7,170,7
170,7,170,6
170,6,160,7
160,7,150,5
150,5,140,6
140,6,150,5
150,5,150,5
150,5,160,5
160,5,160,5
160,5,170,6
170,6,160,7
160,7,160,7
160,7,160,8
160,8,170,7
170,7,180,6
180,6,170,6
170,6,170,6
170,6,170,5
170,5,160,6
160,6,170,6
170,6,170,6
170,6,170,5
170,5,180,7
180,7,170,8
170,8,170,7
170,7,170,7
170,7,180,8
180,8,160,8
160,8,170,7
170,7,170,8
170,8,170,11
170,11,170,10
170,10,180,10
180,10,180,10
180,10,190,13
190,13,180,11
180,11,190,14
190,14,190,15
190,15,180,16
180,16,190,17
190,17,200,18
200,18,200,17
200,17,180,13
180,13,200,18
200,18,190,13
190,13,190,16
190,16,190,14
190,14,170,14
170,14,180,11
180,11,170,14
170,14,170,16
170,16,180,15
180,15,190,13
190,13,180,13
180,13,170,17
170,17,190,16
190,16,200,17
200,17,180,15
180,15,180,15
180,15,180,14
180,14,180,16
180,16,170,16
170,16,VRB,20
VRB,20,170,13
170,13,190,14
190,14,180,15
180,15,170,14
170,14,180,14
180,14,180,13
180,13,180,11
180,11,170,10
170,10,170,8
170,8,160,10
160,10,170,11
170,11,170,8
170,8,160,9
160,9,160,10
160,10,170,11
170,11,170,10
170,10,170,9
170,9,180,10
180,10,170,13
170,13,170,10
170,10,180,11
180,11,170,9
170,9,170,11
170,11,180,10
180,10,180,8
180,8,180,9
180,9,170,9
170,9,170,8
170,8,170,9
170,9,180,8
180,8,180,9
180,9,180,10
180,10,170,9
170,9,170,11
170,11,170,10
170,10,170,10
170,10,170,10
170,10,180,9
180,9,170,9
170,9,180,11
180,11,180,11
180,11,180,11
180,11,180,13
180,13,180,11
180,11,190,10
190,10,190,14
190,14,190,15
190,15,190,15
190,15,190,13
190,13,190,15
190,15,190,15
190,15,190,15
190,15,210,15
210,15,200,15
200,15,200,17
200,17,190,17
190,17,180,14
180,14,190,15
190,15,180,15
180,15,180,15
180,15,170,9
170,9,170,14
170,14,170,15
170,15,180,16
180,16,180,15
180,15,180,14
180,14,180,18
180,18,180,14
180,14,170,13
170,13,180,15
180,15,180,15
180,15,180,15
180,15,180,16
180,16,190,20
190,20,190,17
190,17,180,13
180,13,180,16
180,16,180,13
180,13,180,13
180,13,180,11
180,11,180,10
180,10,180,10
180,10,170,10
170,10,180,11
180,11,180,10
180,10,180,11
180,11,190,11
190,11,180,9
180,9,170,8
170,8,170,7
170,7,170,10
170,10,170,11
170,11,170,9
170,9,180,11
180,11,170,10
170,10,170,9
170,9,180,10
180,10,190,13
190,13,190,16
190,16,190,13
190,13,180,14
180,14,190,13
190,13,180,11
180,11,180,10
180,10,180,8
180,8,180,13
180,13,190,11
190,11,180,13
180,13,190,16
190,16,190,14
190,14,200,13
200,13,190,13
190,13,200,13
200,13,190,16
190,16,190,14
190,14,190,15
190,15,190,13
190,13,190,13
190,13,200,11
200,11,190,14
190,14,200,15
200,15,190,18
190,18,200,20
200,20,200,15
200,15,210,13
210,13,210,8
210,8,200,9
200,9,190,11
190,11,230,9
230,9,240,8
240,8,220,9
220,9,240,10
240,10,240,11
240,11,230,10
230,10,230,8
230,8,250,10
250,10,260,7
260,7,250,5
250,5,260,8
260,8,250,5
250,5,240,6
240,6,230,6
230,6,250,3
250,3,240,5
240,5,220,3
220,3,230,5
230,5,230,5
230,5,0,0
0,0,220,5
220,5,240,3
240,3,260,6
260,6,0,0
0,0,0,0
0,0,0,0
0,0,180,3
180,3,220,3
220,3,0,0
0,0,240,3
240,3,0,0
0,0,0,0
0,0,0,0
0,0,190,5
190,5,210,3
210,3,0,0
0,0,0,0
0,0,150,3
150,3,#N/A,#N/A
#N/A,#N/A,160,5
160,5,160,3
160,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,60,3
60,3,60,3
60,3,0,0
0,0,120,3
120,3,130,5
130,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,220,3
220,3,0,0
0,0,0,0
0,0,130,3
130,3,190,5
190,5,190,3
190,3,150,6
150,6,150,3
150,3,170,5
170,5,170,3
170,3,200,8
200,8,200,8
200,8,180,9
180,9,200,8
200,8,190,9
190,9,190,13
190,13,180,9
180,9,190,11
190,11,190,7
190,7,190,10
190,10,190,8
190,8,190,6
190,6,190,8
190,8,170,7
170,7,170,5
170,5,180,8
180,8,180,9
180,9,170,8
170,8,200,9
200,9,190,7
190,7,180,5
180,5,160,5
160,5,150,5
150,5,180,5
180,5,180,7
180,7,190,6
190,6,200,3
200,3,190,5
190,5,180,6
180,6,190,5
190,5,210,5
210,5,210,6
210,6,#N/A,#N/A
#N/A,#N/A,210,8
210,8,220,7
220,7,230,7
230,7,260,8
260,8,250,6
250,6,260,3
260,3,0,0
0,0,230,5
230,5,250,5
250,5,280,7
280,7,290,6
290,6,270,3
270,3,270,5
270,5,260,6
260,6,280,13
280,13,300,9
300,9,320,6
320,6,290,7
290,7,290,6
290,6,290,5
290,5,290,5
290,5,320,5
320,5,330,5
330,5,0,0
0,0,290,8
290,8,310,8
310,8,320,6
320,6,320,8
320,8,310,6
310,6,340,7
340,7,350,5
350,5,350,5
350,5,10,6
10,6,320,6
320,6,340,5
340,5,310,5
310,5,320,6
320,6,10,5
10,5,320,5
320,5,300,7
300,7,310,6
310,6,340,3
340,3,310,5
310,5,0,0
0,0,300,6
300,6,10,3
10,3,0,0
0,0,0,0
0,0,330,5
330,5,10,3
10,3,0,0
0,0,40,3
40,3,0,0
0,0,50,3
50,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,120,3
120,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,#N/A,#N/A
#N/A,#N/A,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,340,5
340,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,30,3
30,3,10,3
10,3,30,5
30,5,20,7
20,7,50,8
50,8,50,6
50,6,80,5
80,5,90,6
90,6,110,7
110,7,100,8
100,8,80,7
80,7,100,7
100,7,110,5
110,5,130,9
130,9,140,7
140,7,130,7
130,7,170,7
170,7,170,7
170,7,180,7
180,7,140,7
140,7,160,8
160,8,160,6
160,6,160,7
160,7,170,3
170,3,170,6
170,6,190,7
190,7,200,6
200,6,210,8
210,8,210,7
210,7,#N/A,#N/A
#N/A,#N/A,270,15
270,15,280,14
280,14,300,8
300,8,340,3
340,3,0,0
0,0,0,0
0,0,0,0
0,0,320,3
320,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,260,3
260,3,260,3
260,3,0,0
0,0,290,6
290,6,310,7
310,7,310,6
310,6,320,8
320,8,320,8
320,8,320,8
320,8,#N/A,#N/A
#N/A,#N/A,320,6
320,6,320,5
320,5,310,6
310,6,320,6
320,6,320,6
320,6,320,6
320,6,310,5
310,5,310,5
310,5,320,7
320,7,320,7
320,7,320,6
320,6,330,5
330,5,340,6
340,6,0,0
0,0,320,3
320,3,310,3
310,3,320,7
320,7,320,5
320,5,330,7
330,7,340,9
340,9,340,8
340,8,340,8
340,8,340,6
340,6,330,9
330,9,340,9
340,9,340,11
340,11,350,10
350,10,350,9
350,9,340,9
340,9,20,11
20,11,340,11
340,11,#N/A,#N/A
#N/A,#N/A,360,7
360,7,350,9
350,9,360,7
360,7,VRB,8
VRB,8,310,11
310,11,330,8
330,8,310,10
310,10,330,9
330,9,330,7
330,7,350,7
350,7,330,7
330,7,350,7
350,7,330,9
330,9,10,5
10,5,350,7
350,7,330,9
330,9,320,9
320,9,340,8
340,8,330,5
330,5,320,8
320,8,300,9
300,9,320,7
320,7,330,6
330,6,310,5
310,5,300,3
300,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,210,3
210,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,#N/A,#N/A
#N/A,#N/A,240,3
240,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,290,5
290,5,280,6
280,6,280,5
280,5,320,3
320,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,290,3
290,3,270,6
270,6,270,7
270,7,270,6
270,6,290,6
290,6,300,8
300,8,290,8
290,8,280,10
280,10,280,7
280,7,280,7
280,7,290,7
290,7,270,10
270,10,280,11
280,11,280,14
280,14,260,8
260,8,290,10
290,10,280,7
280,7,290,9
290,9,230,10
230,10,240,13
240,13,250,9
250,9,280,10
280,10,250,10
250,10,VRB,8
VRB,8,270,9
270,9,260,10
260,10,VRB,9
VRB,9,240,14
240,14,250,11
250,11,230,6
230,6,240,7
240,7,240,8
240,8,230,8
230,8,230,8
230,8,250,8
250,8,230,9
230,9,230,13
230,13,250,11
250,11,220,10
220,10,220,10
220,10,220,10
220,10,230,9
230,9,230,10
230,10,230,13
230,13,200,11
200,11,210,14
210,14,210,8
210,8,220,14
220,14,230,11
230,11,230,10
230,10,200,11
200,11,220,10
220,10,220,13
220,13,210,11
210,11,210,13
210,13,210,14
210,14,210,10
210,10,210,13
210,13,210,11
210,11,200,13
200,13,200,9
200,9,200,9
200,9,200,9
200,9,190,8
190,8,190,8
190,8,200,9
200,9,180,7
180,7,180,7
180,7,180,7
180,7,180,7
180,7,170,7
170,7,180,7
180,7,180,6
180,6,180,7
180,7,190,7
190,7,170,8
170,8,170,8
170,8,190,8
190,8,180,6
180,6,190,8
190,8,200,7
200,7,190,7
190,7,210,5
210,5,310,15
310,15,320,8
320,8,310,9
310,9,0,0
0,0,260,3
260,3,220,8
220,8,230,7
230,7,250,7
250,7,260,11
260,11,260,10
260,10,260,8
260,8,260,14
260,14,260,9
260,9,280,8
280,8,170,9
170,9,170,5
170,5,170,6
170,6,0,0
0,0,0,0
0,0,0,0
0,0,140,5
140,5,160,3
160,3,160,7
160,7,180,6
180,6,240,3
240,3,230,7
230,7,230,8
230,8,220,9
220,9,190,6
190,6,190,6
190,6,170,7
170,7,180,9
180,9,180,7
180,7,200,9
200,9,190,9
190,9,200,8
200,8,220,6
220,6,210,8
210,8,210,7
210,7,210,3
210,3,130,5
130,5,180,5
180,5,220,6
220,6,220,5
220,5,210,6
210,6,230,8
230,8,250,5
250,5,0,0
0,0,220,5
220,5,0,0
0,0,0,0
0,0,240,3
240,3,240,5
240,5,0,0
0,0,0,0
0,0,270,5
270,5,280,3
280,3,0,0
0,0,20,7
20,7,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,#N/A,#N/A
#N/A,#N/A,320,3
320,3,0,0
0,0,0,0
0,0,350,3
350,3,350,3
350,3,10,5
10,5,360,3
360,3,10,6
10,6,360,5
360,5,360,3
360,3,10,5
10,5,20,6
20,6,20,5
20,5,20,5
20,5,10,3
10,3,0,0
0,0,30,5
30,5,40,6
40,6,30,5
30,5,30,6
30,6,30,7
30,7,30,6
30,6,50,5
50,5,40,6
40,6,40,7
40,7,60,5
60,5,60,3
60,3,80,7
80,7,50,7
50,7,40,5
40,5,40,5
40,5,50,6
50,6,0,0
0,0,150,3
150,3,70,5
70,5,50,6
50,6,0,0
0,0,70,3
70,3,80,3
80,3,30,5
30,5,0,0
0,0,40,3
40,3,330,6
330,6,40,5
40,5,0,0
0,0,0,0
0,0,30,3
30,3,40,5
40,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,150,3
150,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,130,3
130,3,110,3
110,3,110,3
110,3,0,0
0,0,0,0
0,0,120,3
120,3,0,0
0,0,130,3
130,3,0,0
0,0,110,3
110,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,140,3
140,3,120,5
120,5,180,5
180,5,160,3
160,3,190,6
190,6,180,7
180,7,180,7
180,7,160,8
160,8,160,9
160,9,160,8
160,8,VRB,8
VRB,8,VRB,8
VRB,8,150,8
150,8,160,7
160,7,180,9
180,9,180,9
180,9,180,8
180,8,160,8
160,8,160,9
160,9,150,7
150,7,160,8
160,8,160,9
160,9,130,10
130,10,150,10
150,10,140,8
140,8,VRB,11
VRB,11,150,11
150,11,VRB,8
VRB,8,160,9
160,9,160,8
160,8,VRB,8
VRB,8,170,11
170,11,170,11
170,11,150,7
150,7,140,8
140,8,160,8
160,8,150,6
150,6,150,5
150,5,150,6
150,6,150,6
150,6,150,5
150,5,150,5
150,5,140,5
140,5,130,6
130,6,130,5
130,5,140,7
140,7,140,7
140,7,140,6
140,6,140,7
140,7,140,7
140,7,140,7
140,7,140,7
140,7,150,7
150,7,#N/A,#N/A
#N/A,#N/A,150,7
150,7,150,7
150,7,150,8
150,8,150,7
150,7,150,8
150,8,160,9
160,9,160,8
160,8,160,8
160,8,160,9
160,9,150,9
150,9,160,7
160,7,160,7
160,7,160,8
160,8,150,9
150,9,160,7
160,7,160,9
160,9,160,9
160,9,170,13
170,13,170,14
170,14,160,13
160,13,160,11
160,11,160,13
160,13,170,11
170,11,160,15
160,15,170,14
170,14,170,15
170,15,190,18
190,18,160,14
160,14,170,14
170,14,180,16
180,16,180,17
180,17,180,17
180,17,170,20
170,20,190,17
190,17,180,20
180,20,190,20
190,20,190,20
190,20,190,20
190,20,210,21
210,21,200,16
200,16,210,14
210,14,210,16
210,16,220,18
220,18,220,16
220,16,220,15
220,15,230,16
230,16,230,17
230,17,230,15
230,15,230,15
230,15,220,11
220,11,210,8
210,8,210,11
210,11,200,11
200,11,210,9
210,9,200,8
200,8,210,8
210,8,200,11
200,11,270,28
270,28,250,11
250,11,240,11
240,11,220,3
220,3,0,0
0,0,250,6
250,6,280,7
280,7,220,7
220,7,260,8
260,8,290,7
290,7,280,6
280,6,320,7
320,7,310,8
310,8,310,9
310,9,320,13
320,13,#N/A,#N/A
#N/A,#N/A,320,13
320,13,330,9
330,9,330,10
330,10,320,9
320,9,330,9
330,9,330,8
330,8,330,6
330,6,310,3
310,3,320,5
320,5,320,5
320,5,300,5
300,5,310,3
310,3,0,0
0,0,290,3
290,3,300,7
300,7,310,7
310,7,300,7
300,7,290,5
290,5,310,7
310,7,310,5
310,5,300,3
300,3,310,6
310,6,300,5
300,5,330,8
330,8,300,7
300,7,340,5
340,5,310,8
310,8,290,10
290,10,320,8
320,8,330,5
330,5,290,6
290,6,310,8
310,8,280,9
280,9,260,5
260,5,240,9
240,9,240,11
240,11,220,9
220,9,250,9
250,9,230,8
230,8,250,14
250,14,260,11
260,11,260,8
260,8,250,14
250,14,250,11
250,11,250,13
250,13,250,9
250,9,280,8
280,8,260,13
260,13,270,10
270,10,280,11
280,11,260,9
260,9,280,9
280,9,270,9
270,9,260,10
260,10,260,8
260,8,240,6
240,6,230,5
230,5,220,5
220,5,220,5
220,5,220,5
220,5,220,5
220,5,210,5
210,5,220,5
220,5,210,6
210,6,220,6
220,6,210,6
210,6,210,6
210,6,220,6
220,6,220,6
220,6,220,6
220,6,220,7
220,7,220,6
220,6,220,6
220,6,220,7
220,7,220,6
220,6,220,6
220,6,220,6
220,6,230,7
230,7,230,7
230,7,230,7
230,7,240,8
240,8,240,9
240,9,240,8
240,8,240,7
240,7,240,7
240,7,230,5
230,5,220,5
220,5,220,6
220,6,220,6
220,6,210,3
210,3,220,3
220,3,0,0
0,0,230,3
230,3,230,6
230,6,230,5
230,5,230,6
230,6,240,8
240,8,260,10
260,10,250,11
250,11,250,10
250,10,VRB,8
VRB,8,270,13
270,13,290,8
290,8,280,11
280,11,260,8
260,8,250,11
250,11,260,13
260,13,270,13
270,13,240,11
240,11,240,9
240,9,260,9
260,9,240,9
240,9,250,15
250,15,240,13
240,13,230,9
230,9,240,10
240,10,230,8
230,8,220,8
220,8,230,14
230,14,220,8
220,8,220,11
220,11,60,6
60,6,30,11
30,11,60,14
60,14,80,10
80,10,90,14
90,14,80,9
80,9,140,6
140,6,120,6
120,6,190,6
190,6,0,0
0,0,140,6
140,6,170,7
170,7,190,6
190,6,0,0
0,0,0,0
0,0,230,5
230,5,230,5
230,5,210,6
210,6,250,3
250,3,250,7
250,7,250,3
250,3,230,6
230,6,240,3
240,3,#N/A,#N/A
#N/A,#N/A,250,5
250,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,350,3
350,3,0,0
0,0,0,0
0,0,220,3
220,3,200,5
200,5,240,6
240,6,260,5
260,5,240,6
240,6,210,6
210,6,270,7
270,7,200,6
200,6,230,3
230,3,210,5
210,5,VRB,9
VRB,9,200,9
200,9,200,7
200,7,190,9
190,9,170,9
170,9,180,8
180,8,170,7
170,7,190,11
190,11,190,10
190,10,180,11
180,11,160,9
160,9,180,6
180,6,170,7
170,7,0,0
0,0,140,3
140,3,130,3
130,3,130,5
130,5,130,5
130,5,130,7
130,7,130,6
130,6,130,6
130,6,160,3
160,3,0,0
0,0,120,3
120,3,160,3
160,3,170,5
170,5,290,3
290,3,230,28s
230,28s,190,22
190,22,200,30
200,30,200,31
200,31,190,20
190,20,180,13
180,13,#N/A,#N/A
#N/A,#N/A,190,14
190,14,200,11
200,11,190,11
190,11,170,7
170,7,190,8
190,8,180,7
180,7,180,5
